country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-02-2026 23:00:00,13.204880,79.097889,NO2,24,31,27
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-02-2026 23:00:00,13.204880,79.097889,NH3,5,6,6
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",11-02-2026 23:00:00,14.465052,78.824187,SO2,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",11-02-2026 23:00:00,14.465052,78.824187,OZONE,13,15,14
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",11-02-2026 23:00:00,16.9872867,81.7363176,NH3,5,6,6
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",11-02-2026 23:00:00,13.67,79.35,SO2,4,11,8
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-02-2026 23:00:00,13.615387,79.409230,PM10,37,109,83
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-02-2026 23:00:00,13.615387,79.409230,CO,20,28,24
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",11-02-2026 23:00:00,16.536107,80.594233,PM10,54,103,77
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",11-02-2026 23:00:00,26.446912,91.439057,SO2,8,8,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",11-02-2026 23:00:00,26.446912,91.439057,OZONE,15,16,16
India,Assam,Silchar,"Tarapur, Silchar - PCBA",11-02-2026 23:00:00,24.82827,92.79525,OZONE,2,8,2
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-02-2026 23:00:00,26.146529,87.454184,PM2.5,48,160,97
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-02-2026 23:00:00,26.146529,87.454184,NO2,1,7,2
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-02-2026 23:00:00,26.146529,87.454184,SO2,16,64,36
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-02-2026 23:00:00,25.5626095,84.663264,PM2.5,17,48,33
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-02-2026 23:00:00,25.5626095,84.663264,SO2,8,10,10
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-02-2026 23:00:00,24.75746,84.366208,NO2,7,8,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-02-2026 23:00:00,24.75746,84.366208,CO,101,103,102
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",11-02-2026 23:00:00,25.42742023,86.13886079,SO2,21,27,24
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",11-02-2026 23:00:00,25.42742023,86.13886079,OZONE,3,226,41
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",11-02-2026 23:00:00,26.80365,84.51954,CO,44,101,94
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",11-02-2026 23:00:00,25.251013,86.989001,SO2,3,69,42
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",11-02-2026 23:00:00,25.251013,86.989001,CO,6,24,13
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",11-02-2026 23:00:00,25.265194,87.012947,NO2,6,8,7
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",11-02-2026 23:00:00,25.567520,83.966379,CO,20,29,25
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-02-2026 23:00:00,26.63086,84.90051,PM2.5,50,220,92
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-02-2026 23:00:00,26.63086,84.90051,PM10,55,152,90
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-02-2026 23:00:00,26.63086,84.90051,SO2,2,3,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB",11-02-2026 23:00:00,25.376776,86.471523,PM2.5,57,180,95
India,Bihar,Munger,"Town Hall, Munger - BSPCB",11-02-2026 23:00:00,25.376776,86.471523,NH3,2,2,2
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",11-02-2026 23:00:00,26.11442,85.39813,PM2.5,74,163,126
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",11-02-2026 23:00:00,26.11442,85.39813,SO2,3,9,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",11-02-2026 23:00:00,26.1403345,85.3650192,PM2.5,85,96,91
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",11-02-2026 23:00:00,24.792403,84.992416,PM10,66,271,138
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-02-2026 23:00:00,24.762518,84.982348,PM10,58,79,68
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-02-2026 23:00:00,24.762518,84.982348,NO2,19,34,24
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-02-2026 23:00:00,25.560083,87.553265,PM10,83,149,106
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-02-2026 23:00:00,25.560083,87.553265,NO2,9,10,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-02-2026 23:00:00,25.560083,87.553265,OZONE,5,72,10
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-02-2026 23:00:00,26.0881305,87.93840336,PM2.5,28,306,108
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",11-02-2026 23:00:00,16.536107,80.594233,NO2,18,21,19
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",11-02-2026 23:00:00,16.536107,80.594233,OZONE,2,2,2
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-02-2026 23:00:00,16.486692,80.699436,NH3,3,4,4
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-02-2026 23:00:00,16.486692,80.699436,OZONE,21,27,24
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",11-02-2026 23:00:00,16.554731,80.649110,NO2,22,35,26
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",11-02-2026 23:00:00,16.554731,80.649110,CO,28,46,31
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-02-2026 23:00:00,27.103358,93.679645,PM10,67,484,169
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",11-02-2026 23:00:00,26.071318,91.87488,PM2.5,82,271,141
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",11-02-2026 23:00:00,26.10887,91.589544,PM2.5,NA,NA,NA
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",11-02-2026 23:00:00,26.10887,91.589544,SO2,9,16,12
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",11-02-2026 23:00:00,26.187500,91.744194,NO2,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",11-02-2026 23:00:00,26.187500,91.744194,SO2,22,54,35
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",11-02-2026 23:00:00,26.349082,92.68449,PM2.5,80,200,134
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",11-02-2026 23:00:00,26.349082,92.68449,SO2,7,15,11
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",11-02-2026 23:00:00,11.654054,92.734055,PM10,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",11-02-2026 23:00:00,16.5150833,80.5181667,NH3,5,7,5
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-02-2026 23:00:00,14.675886,77.593027,PM10,70,84,79
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-02-2026 23:00:00,14.675886,77.593027,SO2,9,12,10
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-02-2026 23:00:00,27.308328,84.531742,NO2,4,11,6
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-02-2026 23:00:00,27.308328,84.531742,NH3,1,1,1
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",11-02-2026 23:00:00,26.446912,91.439057,PM10,90,129,110
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-02-2026 23:00:00,22.1910172,83.5197009,SO2,13,21,15
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-02-2026 23:00:00,22.1910172,83.5197009,CO,16,30,16
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",11-02-2026 23:00:00,21.258815,81.578979,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",11-02-2026 23:00:00,21.219665,81.630094,PM2.5,24,89,52
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",11-02-2026 23:00:00,21.219665,81.630094,NO2,6,66,33
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",11-02-2026 23:00:00,21.237755,81.705301,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",11-02-2026 23:00:00,21.237755,81.705301,CO,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-02-2026 23:00:00,21.371751,81.664929,PM2.5,46,92,58
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-02-2026 23:00:00,21.371751,81.664929,PM10,93,155,122
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-02-2026 23:00:00,21.371751,81.664929,SO2,2,4,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",11-02-2026 23:00:00,22.06631475,83.33820077,PM10,36,251,125
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",11-02-2026 23:00:00,25.366336,87.117468,PM10,59,90,76
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",11-02-2026 23:00:00,25.366336,87.117468,OZONE,3,33,11
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",11-02-2026 23:00:00,25.892357,86.590325,NH3,4,4,4
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",11-02-2026 23:00:00,25.892357,86.590325,OZONE,8,11,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",11-02-2026 23:00:00,25.859655,85.77944,PM10,42,184,88
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",11-02-2026 23:00:00,24.952822,84.002396,PM10,32,70,50
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",11-02-2026 23:00:00,24.952822,84.002396,OZONE,15,41,24
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",11-02-2026 23:00:00,26.2271665,84.3570427,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",11-02-2026 23:00:00,30.735567,76.775714,PM2.5,25,170,80
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",11-02-2026 23:00:00,30.735567,76.775714,NO2,4,25,11
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-02-2026 23:00:00,25.586562,85.043586,SO2,4,8,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-02-2026 23:00:00,25.586562,85.043586,CO,20,85,56
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-02-2026 23:00:00,25.586562,85.043586,OZONE,19,66,49
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-02-2026 23:00:00,25.592539,85.227158,PM2.5,138,348,254
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",11-02-2026 23:00:00,25.610369,85.132568,CO,6,34,6
India,Bihar,Patna,"Muradpur, Patna - BSPCB",11-02-2026 23:00:00,25.619651,85.147382,CO,20,86,46
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",11-02-2026 23:00:00,25.599486,85.113666,NH3,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB",11-02-2026 23:00:00,25.596727,85.085624,PM10,102,219,157
India,Bihar,Patna,"Samanpura, Patna - BSPCB",11-02-2026 23:00:00,25.596727,85.085624,NO2,5,38,18
India,Bihar,Patna,"Samanpura, Patna - BSPCB",11-02-2026 23:00:00,25.596727,85.085624,OZONE,7,93,37
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",11-02-2026 23:00:00,28.7256504,77.2011573,PM2.5,1,424,263
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",11-02-2026 23:00:00,28.7256504,77.2011573,OZONE,6,101,42
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",11-02-2026 23:00:00,28.656756,77.227234,NO2,16,89,54
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",11-02-2026 23:00:00,28.656756,77.227234,NH3,7,27,12
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",11-02-2026 23:00:00,28.656756,77.227234,CO,49,148,74
India,Delhi,Delhi,"DTU, Delhi - CPCB",11-02-2026 23:00:00,28.7500499,77.1112615,PM10,88,359,192
India,Delhi,Delhi,"DTU, Delhi - CPCB",11-02-2026 23:00:00,28.7500499,77.1112615,SO2,28,31,30
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",11-02-2026 23:00:00,28.5710274,77.0719006,PM2.5,113,418,284
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-02-2026 23:00:00,30.751462,76.762879,PM2.5,55,189,130
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-02-2026 23:00:00,30.751462,76.762879,NO2,10,20,13
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-02-2026 23:00:00,30.719859,76.738637,NH3,9,12,11
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-02-2026 23:00:00,30.719859,76.738637,SO2,9,18,11
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-02-2026 23:00:00,30.719859,76.738637,OZONE,2,74,37
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",11-02-2026 23:00:00,21.185571,81.343175,OZONE,9,13,11
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",11-02-2026 23:00:00,21.224231,81.408350,NH3,4,7,5
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",11-02-2026 23:00:00,21.224231,81.408350,CO,11,57,24
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",11-02-2026 23:00:00,22.08815,82.13737,PM2.5,32,110,67
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-02-2026 23:00:00,22.118125,83.140608,PM2.5,42,75,57
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-02-2026 23:00:00,22.368195,82.746431,OZONE,2,14,10
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",11-02-2026 23:00:00,22.348441,82.549611,SO2,1,10,5
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",11-02-2026 23:00:00,22.348441,82.549611,OZONE,12,26,26
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",11-02-2026 23:00:00,22.126650,83.483212,CO,24,50,35
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",11-02-2026 23:00:00,28.5627763,77.1180053,NO2,59,115,95
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",11-02-2026 23:00:00,28.5627763,77.1180053,OZONE,4,64,37
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",11-02-2026 23:00:00,28.6811736,77.3025234,PM2.5,68,322,217
India,Delhi,Delhi,"ITO, Delhi - CPCB",11-02-2026 23:00:00,28.628624,77.241060,CO,10,133,36
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",11-02-2026 23:00:00,28.732820,77.170633,SO2,47,68,54
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",11-02-2026 23:00:00,28.580280,77.233829,SO2,17,90,60
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",11-02-2026 23:00:00,22.06631475,83.33820077,OZONE,4,101,94
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.647622,77.3158090,OZONE,1,44,10
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.695381,77.181665,PM10,135,491,294
India,Delhi,Delhi,"Bawana, Delhi - DPCC",11-02-2026 23:00:00,28.776200,77.051074,NO2,8,66,33
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",11-02-2026 23:00:00,28.5504249,77.2159377,SO2,27,60,38
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.710508,77.249485,PM10,126,483,283
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.710508,77.249485,NH3,7,9,8
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",11-02-2026 23:00:00,28.531346,77.190156,NO2,21,108,48
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",11-02-2026 23:00:00,28.531346,77.190156,NH3,4,8,5
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.672342,77.315260,NO2,26,127,71
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-02-2026 23:00:00,28.699793,77.165453,NH3,6,19,10
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",11-02-2026 23:00:00,23.107969,72.574648,PM2.5,46,161,83
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",11-02-2026 23:00:00,23.107969,72.574648,NO2,13,96,44
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",11-02-2026 23:00:00,28.593883,76.270653,PM10,106,240,163
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",11-02-2026 23:00:00,28.593883,76.270653,NO2,9,24,15
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",11-02-2026 23:00:00,28.206800,76.799700,NH3,9,26,19
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",11-02-2026 23:00:00,28.206800,76.799700,CO,54,102,94
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",11-02-2026 23:00:00,28.39072,77.30059,NO2,24,26,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",11-02-2026 23:00:00,28.39072,77.30059,SO2,8,9,8
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",11-02-2026 23:00:00,28.376058,77.315741,NO2,NA,NA,NA
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",11-02-2026 23:00:00,28.4417,77.3217,NH3,10,12,11
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",11-02-2026 23:00:00,28.674045,77.131023,NH3,5,7,6
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-02-2026 23:00:00,28.639652,77.146275,PM2.5,127,433,303
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-02-2026 23:00:00,28.639652,77.146275,NO2,57,157,110
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-02-2026 23:00:00,28.639652,77.146275,SO2,9,25,17
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-02-2026 23:00:00,28.639652,77.146275,OZONE,1,98,48
India,Delhi,Delhi,"Pusa, Delhi - IMD",11-02-2026 23:00:00,28.636110,77.173332,PM2.5,66,372,210
India,Delhi,Delhi,"Pusa, Delhi - IMD",11-02-2026 23:00:00,28.636110,77.173332,PM10,68,403,199
India,Delhi,Delhi,"Rohini, Delhi - DPCC",11-02-2026 23:00:00,28.732528,77.119920,OZONE,5,167,92
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-02-2026 23:00:00,28.6514781,77.1473105,SO2,4,21,12
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",11-02-2026 23:00:00,23.243639,72.68994,PM10,74,173,112
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",11-02-2026 23:00:00,23.593150,72.372792,CO,147,168,157
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",11-02-2026 23:00:00,23.593150,72.372792,OZONE,8,22,15
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",11-02-2026 23:00:00,22.248853,70.776774,SO2,1,45,18
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",11-02-2026 23:00:00,22.248853,70.776774,OZONE,6,29,19
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",11-02-2026 23:00:00,21.217779 ,72.834787 ,PM2.5,16,307,143
India,Delhi,Delhi,"Narela, Delhi - DPCC",11-02-2026 23:00:00,28.822836,77.101981,NO2,20,72,43
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",11-02-2026 23:00:00,28.567890,77.250515,NO2,65,123,91
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",11-02-2026 23:00:00,28.567890,77.250515,SO2,9,111,23
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",11-02-2026 23:00:00,28.6573814,77.1585447,CO,4,168,33
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",11-02-2026 23:00:00,28.530785,77.271255,SO2,10,63,17
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",11-02-2026 23:00:00,28.623763,77.287209,NH3,9,15,12
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",11-02-2026 23:00:00,28.623763,77.287209,CO,NA,NA,NA
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",11-02-2026 23:00:00,28.5918245,77.2273074,PM10,122,402,214
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",11-02-2026 23:00:00,28.5918245,77.2273074,CO,62,107,69
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",11-02-2026 23:00:00,28.636429,77.201067,SO2,1,30,11
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",11-02-2026 23:00:00,28.636429,77.201067,CO,16,114,30
India,Delhi,Delhi,"Mundka, Delhi - DPCC",11-02-2026 23:00:00,28.684678,77.076574,NO2,64,134,91
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",11-02-2026 23:00:00,28.60909,77.0325413,OZONE,11,115,13
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",11-02-2026 23:00:00,23.076793,72.627874,SO2,2,10,6
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",11-02-2026 23:00:00,23.076793,72.627874,OZONE,1,66,30
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",11-02-2026 23:00:00,21.613267,73.010555,CO,33,76,46
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",11-02-2026 23:00:00,21.755417,72.139056,NO2,45,65,54
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",11-02-2026 23:00:00,21.755417,72.139056,NH3,5,8,6
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",11-02-2026 23:00:00,22.977134,72.553024,NO2,45,152,84
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",11-02-2026 23:00:00,23.002657,72.591912,NO2,94,103,98
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",11-02-2026 23:00:00,23.002657,72.591912,SO2,35,50,44
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",11-02-2026 23:00:00,23.020509,72.579261,NH3,10,61,22
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",11-02-2026 23:00:00,23.020509,72.579261,SO2,11,105,25
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",11-02-2026 23:00:00,23.016834,72.625775,NO2,29,150,61
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",11-02-2026 23:00:00,20.362421,72.918013,PM10,34,92,51
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",11-02-2026 23:00:00,20.362421,72.918013,NO2,9,15,14
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-02-2026 23:00:00,28.806223,76.141105,PM10,16,500,148
India,Haryana,Jind,"Police Lines, Jind - HSPCB",11-02-2026 23:00:00,29.307814,76.337619,NH3,2,3,2
India,Haryana,Jind,"Police Lines, Jind - HSPCB",11-02-2026 23:00:00,29.307814,76.337619,SO2,2,13,4
India,Haryana,Jind,"Police Lines, Jind - HSPCB",11-02-2026 23:00:00,29.307814,76.337619,OZONE,12,28,21
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",11-02-2026 23:00:00,29.8006,76.4155,SO2,NA,NA,NA
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",11-02-2026 23:00:00,29.695300,77.002700,PM10,65,217,131
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",11-02-2026 23:00:00,29.695300,77.002700,CO,30,48,32
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",11-02-2026 23:00:00,29.966942,76.875879,PM10,119,271,170
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",11-02-2026 23:00:00,29.966942,76.875879,NO2,17,22,19
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",11-02-2026 23:00:00,29.966942,76.875879,OZONE,2,51,34
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",11-02-2026 23:00:00,27.9002,76.9938,SO2,31,38,34
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",11-02-2026 23:00:00,27.9002,76.9938,OZONE,23,32,27
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",11-02-2026 23:00:00,28.360699,76.936090,SO2,4,42,22
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",11-02-2026 23:00:00,29.503664,75.467934,NH3,13,15,14
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",11-02-2026 23:00:00,28.422681,77.148944,PM2.5,92,353,238
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",11-02-2026 23:00:00,28.422681,77.148944,PM10,132,333,203
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",11-02-2026 23:00:00,28.422681,77.148944,CO,30,86,38
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",11-02-2026 23:00:00,28.4227,77.0667,CO,44,98,50
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",11-02-2026 23:00:00,28.4275,77.1465,NH3,11,20,15
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",11-02-2026 23:00:00,28.4275,77.1465,CO,62,104,66
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",11-02-2026 23:00:00,29.140560,75.744941,PM2.5,36,78,59
